ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100001514,Female,Non-Single,25,High School,89331,Unemployed,Small
100001515,Female,Non-Single,37,High School,125359,Unemployed,Small
100001516,Female,Single,31,High School,124110,Employee,Small
100001517,Female,Single,25,High School,93526,Unemployed,Small
100001518,Female,Non-Single,21,High School,70170,Unemployed,Small
100001519,Female,Non-Single,27,High School,82357,Unemployed,Small
100001520,Female,Non-Single,29,High School,126745,Employee,Small
100001521,Female,Non-Single,30,High School,103326,Employee,Medium
100001522,Female,Non-Single,26,High School,116048,Employee,Medium
100001523,Female,Non-Single,40,University,137115,Unemployed,Small
100001524,Female,Non-Single,23,High School,105365,Employee,Medium
100001525,Female,Non-Single,31,High School,95911,Employee,Small
100001526,Female,Non-Single,29,High School,88669,Unemployed,Small
100001527,Female,Single,22,High School,103776,Unemployed,Small
100001528,Female,Non-Single,26,High School,108864,Employee,Medium
100001529,Female,Single,39,High School,106037,Employee,Medium
100001530,Female,Single,35,High School,84851,Unemployed,Small
100001531,Female,Non-Single,26,High School,95748,Employee,Medium
100001532,Female,Non-Single,28,High School,133616,Employee,Medium
100001533,Female,Non-Single,56,University,132752,Employee,Small
100001534,Female,Non-Single,22,High School,95712,Employee,Medium
100001535,Female,Non-Single,26,High School,109063,Employee,Small
100001536,Female,Single,41,High School,113521,Employee,Small
100001537,Female,Non-Single,29,High School,109380,Employee,Medium
100001538,Female,Non-Single,42,University,82558,Unemployed,Small
100001539,Female,Non-Single,50,University,124777,Employee,Medium
100001540,Female,Non-Single,33,High School,133542,Employee,Small
100001541,Female,Non-Single,28,High School,116492,Employee,Medium
100001542,Female,Non-Single,27,High School,68834,Unemployed,Small
100001543,Female,Non-Single,27,High School,124023,Employee,Small
100001544,Female,Single,28,High School,63882,Unemployed,Small
100001545,Female,Non-Single,24,High School,122492,Employee,Medium
100001546,Female,Single,28,High School,141453,Self-Employed,Medium
100001547,Female,Non-Single,32,High School,99327,Employee,Small
100001548,Female,Single,32,High School,45590,Unemployed,Small
100001549,Female,Single,30,High School,71167,Unemployed,Small
100001550,Female,Non-Single,29,High School,111992,Employee,Small
100001551,Female,Non-Single,37,High School,145140,Employee,Medium
100001552,Female,Non-Single,24,High School,49672,Unemployed,Small
100001553,Female,Non-Single,36,High School,75536,Unemployed,Small
100001554,Female,Non-Single,40,University,86720,Unemployed,Small
100001555,Female,Non-Single,51,University,97729,Unemployed,Small
100001556,Female,Non-Single,33,High School,106808,Unemployed,Small
100001557,Female,Single,31,High School,117971,Employee,Small
100001558,Female,Non-Single,29,High School,97731,Employee,Medium
100001559,Female,Single,48,University,109196,Unemployed,Small
100001560,Female,Non-Single,25,High School,94905,Employee,Small
100001561,Female,Single,28,High School,57480,Unemployed,Small
100001562,Female,Non-Single,23,High School,109175,Employee,Medium
100001563,Female,Non-Single,32,High School,111174,Employee,Medium
100001564,Female,Non-Single,34,High School,127255,Employee,Small
100001565,Female,Single,23,High School,115499,Employee,Small
100001566,Female,Non-Single,25,High School,109499,Employee,Medium
100001567,Female,Single,25,High School,104696,Employee,Small
100001568,Female,Non-Single,27,High School,104467,Employee,Small
100001569,Female,Non-Single,29,High School,120157,Employee,Small
100001570,Female,Non-Single,46,University,81200,Unemployed,Small
100001571,Female,Non-Single,61,University,97558,Unemployed,Small
100001572,Female,Non-Single,25,High School,95914,Employee,Small
100001573,Female,Non-Single,67,Graduate School,128053,Employee,Small
100001574,Female,Non-Single,49,University,101734,Unemployed,Small
100001575,Female,Non-Single,21,High School,126009,Employee,Small
100001576,Female,Single,19,High School,91232,Unemployed,Small
100001577,Female,Non-Single,67,Graduate School,128343,Unemployed,Small
100001578,Female,Non-Single,31,High School,110040,Employee,Medium
100001579,Female,Non-Single,27,High School,38247,Unemployed,Small
100001580,Female,Non-Single,37,High School,129027,Unemployed,Small
100001581,Female,Non-Single,27,High School,115026,Employee,Small
100001582,Female,Single,36,High School,130323,Employee,Small
100001583,Female,Non-Single,24,High School,103181,Employee,Medium
100001584,Female,Non-Single,31,High School,138307,Employee,Medium
100001585,Female,Non-Single,29,High School,122564,Unemployed,Small
100001586,Female,Single,28,High School,82351,Unemployed,Small
100001587,Female,Non-Single,34,High School,125351,Employee,Small
100001588,Female,Non-Single,26,High School,82940,Unemployed,Small
100001589,Female,Single,21,High School,108029,Employee,Small
100001590,Female,Non-Single,63,University,82734,Unemployed,Small
100001591,Female,Single,38,University,116816,Unemployed,Small
100001592,Female,Non-Single,20,High School,113472,Unemployed,Small
100001593,Female,Non-Single,44,University,143343,Employee,Medium
100001594,Female,Non-Single,31,High School,104074,Employee,Medium
100001595,Female,Single,33,High School,138525,Employee,Medium
100001596,Female,Non-Single,49,University,106960,Unemployed,Small
100001597,Female,Single,26,High School,108323,Employee,Small
100001598,Female,Non-Single,28,High School,95784,Employee,Small
100001599,Female,Non-Single,30,High School,140673,Employee,Medium
100001600,Female,Non-Single,36,High School,104235,Employee,Medium
100001601,Female,Non-Single,27,High School,54041,Unemployed,Small
100001602,Male,Single,23,Other,107961,Unemployed,Small
100001603,Male,Single,31,Other,113757,Employee,Small
100001604,Female,Non-Single,27,High School,94884,Employee,Small
100001605,Female,Non-Single,25,High School,126041,Employee,Small
100001606,Female,Non-Single,23,High School,64952,Unemployed,Small
100001607,Male,Non-Single,27,High School,66764,Unemployed,Small
100001608,Female,Single,38,High School,67861,Unemployed,Small
100001609,Male,Single,44,High School,113516,Unemployed,Small
100001610,Female,Non-Single,42,High School,46109,Unemployed,Small
100001611,Female,Non-Single,25,High School,103651,Unemployed,Small
100001612,Male,Non-Single,40,High School,75043,Unemployed,Small
100001613,Female,Non-Single,24,High School,116473,Unemployed,Small
100001614,Female,Single,39,High School,96614,Unemployed,Small
100001615,Male,Single,24,Other,66447,Unemployed,Small
100001616,Female,Single,50,High School,119068,Employee,Small
100001617,Female,Non-Single,28,High School,122973,Unemployed,Small
100001618,Female,Non-Single,36,High School,81609,Unemployed,Small
100001619,Male,Single,36,High School,105519,Employee,Small
100001620,Female,Non-Single,40,High School,86649,Unemployed,Small
100001621,Female,Single,31,Other,76384,Unemployed,Small
100001622,Male,Non-Single,27,High School,67136,Unemployed,Small
100001623,Female,Non-Single,35,High School,93155,Unemployed,Small
100001624,Male,Single,51,High School,124183,Unemployed,Small
100001625,Female,Single,26,Other,64860,Unemployed,Small
100001626,Male,Single,33,High School,87232,Unemployed,Small
100001627,Female,Non-Single,27,High School,92304,Unemployed,Small
100001628,Male,Single,38,High School,84254,Unemployed,Small
100001629,Female,Single,30,Other,106696,Employee,Small
100001630,Male,Single,28,Other,113212,Employee,Small
100001631,Male,Single,23,Other,71076,Unemployed,Small
100001632,Female,Non-Single,23,High School,114270,Unemployed,Small
100001633,Female,Non-Single,26,High School,125538,Employee,Small
100001634,Female,Non-Single,21,High School,92442,Unemployed,Small
100001635,Female,Single,36,High School,75297,Unemployed,Small
100001636,Female,Non-Single,24,High School,65707,Unemployed,Small
100001637,Male,Single,41,High School,120387,Employee,Small
100001638,Male,Single,42,High School,120946,Employee,Small
100001639,Male,Single,27,Other,73265,Unemployed,Small
100001640,Male,Non-Single,40,High School,77481,Unemployed,Small
100001641,Female,Non-Single,34,High School,91282,Unemployed,Small
100001642,Male,Single,40,High School,104405,Unemployed,Small
100001643,Male,Single,33,High School,99646,Employee,Small
100001644,Female,Single,49,High School,97791,Unemployed,Small
100001645,Male,Single,28,Other,81878,Unemployed,Small
100001646,Female,Non-Single,26,High School,107908,Employee,Small
100001647,Female,Single,40,High School,98608,Unemployed,Small
100001648,Male,Single,47,High School,95228,Unemployed,Small
100001649,Female,Non-Single,41,High School,128163,Employee,Small
100001650,Female,Non-Single,29,High School,94325,Unemployed,Small
100001651,Female,Non-Single,37,High School,90815,Unemployed,Small
100001652,Male,Single,31,Other,120719,Employee,Small
100001653,Male,Single,35,High School,110159,Employee,Small
100001654,Male,Single,35,High School,124490,Employee,Small
100001655,Female,Non-Single,29,High School,75161,Unemployed,Small
100001656,Female,Single,37,High School,127206,Employee,Small
100001657,Male,Single,37,High School,83660,Unemployed,Small
100001658,Female,Non-Single,26,High School,87400,Unemployed,Small
100001659,Female,Non-Single,28,High School,78942,Unemployed,Small
100001660,Female,Non-Single,23,High School,88452,Unemployed,Small
100001661,Male,Single,38,High School,104128,Employee,Small
100001662,Female,Non-Single,30,High School,100313,Employee,Small
100001663,Female,Single,45,High School,107387,Employee,Small
100001664,Male,Single,24,Other,84355,Unemployed,Small
100001665,Female,Single,35,High School,112723,Employee,Small
100001666,Female,Non-Single,41,High School,115892,Employee,Small
100001667,Male,Non-Single,30,High School,106597,Employee,Small
100001668,Female,Non-Single,30,High School,121327,Employee,Small
100001669,Female,Non-Single,26,High School,92559,Unemployed,Small
100001670,Female,Non-Single,25,High School,87537,Unemployed,Small
100001671,Female,Non-Single,23,High School,70569,Unemployed,Small
100001672,Female,Non-Single,27,High School,85294,Unemployed,Small
100001673,Female,Single,26,Other,70905,Unemployed,Small
100001674,Male,Single,25,Other,103716,Unemployed,Small
100001675,Male,Non-Single,27,High School,94947,Employee,Small
100001676,Female,Single,42,High School,80116,Unemployed,Small
100001677,Male,Single,35,High School,86492,Unemployed,Small
100001678,Female,Non-Single,25,High School,88672,Unemployed,Small
100001679,Female,Non-Single,26,High School,82984,Unemployed,Small
100001680,Male,Single,38,High School,128100,Employee,Small
100001681,Female,Single,28,Other,72869,Unemployed,Small
100001682,Male,Non-Single,33,High School,112227,Employee,Small
100001683,Female,Single,40,High School,94674,Unemployed,Small
100001684,Female,Non-Single,23,High School,101003,Employee,Small
100001685,Female,Single,25,Other,112924,Employee,Small
100001686,Female,Single,28,Other,108645,Unemployed,Small
100001687,Male,Single,41,High School,69415,Unemployed,Small
100001688,Female,Single,50,High School,112204,Unemployed,Small
100001689,Female,Non-Single,23,High School,109700,Employee,Small
100001690,Female,Non-Single,26,High School,104484,Employee,Small
100001691,Female,Non-Single,22,High School,61239,Unemployed,Small
100001692,Male,Single,37,High School,119602,Unemployed,Small
100001693,Female,Single,38,High School,81014,Unemployed,Small
100001694,Female,Non-Single,22,High School,68165,Unemployed,Small
100001695,Female,Single,30,Other,88652,Unemployed,Small
100001696,Male,Single,38,High School,75705,Unemployed,Small
100001697,Female,Non-Single,36,High School,104189,Employee,Small
100001698,Male,Single,41,High School,71603,Unemployed,Small
100001699,Female,Non-Single,29,High School,121914,Employee,Small
100001700,Female,Non-Single,31,High School,106637,Employee,Small
100001701,Female,Single,31,Other,99800,Employee,Small
100001702,Female,Single,21,Other,67629,Unemployed,Small
100001703,Male,Single,32,Other,120354,Employee,Small
100001704,Female,Non-Single,35,High School,122110,Employee,Small
100001705,Male,Single,29,Other,89170,Unemployed,Small
100001706,Female,Single,34,High School,109195,Employee,Small
100001707,Female,Single,38,High School,92392,Unemployed,Small
100001708,Female,Non-Single,33,High School,43805,Unemployed,Small
100001709,Female,Non-Single,28,High School,68389,Unemployed,Small
100001710,Female,Non-Single,28,High School,112521,Employee,Small
100001711,Male,Single,21,Other,59255,Unemployed,Small
100001712,Female,Non-Single,29,High School,98612,Unemployed,Small
100001713,Female,Non-Single,26,High School,70649,Unemployed,Small
100001714,Female,Single,40,High School,95228,Unemployed,Small
100001715,Female,Single,25,Other,46865,Unemployed,Small
100001716,Male,Non-Single,20,High School,101688,Employee,Small
100001717,Female,Non-Single,23,High School,62618,Unemployed,Small
100001718,Female,Single,27,Other,102531,Employee,Small
100001719,Female,Single,36,High School,100737,Employee,Small
100001720,Female,Non-Single,25,High School,107321,Employee,Small
100001721,Female,Non-Single,25,High School,112879,Unemployed,Small
100001722,Female,Non-Single,34,High School,125372,Unemployed,Small
100001723,Female,Single,24,Other,69419,Unemployed,Small
100001724,Female,Single,36,High School,124759,Employee,Small
100001725,Female,Single,40,High School,79076,Unemployed,Small
100001726,Male,Single,39,High School,84779,Unemployed,Small
100001727,Female,Single,42,High School,77393,Unemployed,Small
100001728,Male,Single,35,High School,113187,Unemployed,Small
100001729,Female,Non-Single,27,High School,99100,Employee,Small
100001730,Male,Single,27,Other,64954,Unemployed,Small
100001731,Female,Non-Single,23,High School,103244,Employee,Small
100001732,Female,Non-Single,32,High School,124975,Employee,Small
100001733,Male,Non-Single,28,High School,133582,Employee,Small
100001734,Male,Single,22,Other,103519,Employee,Small
100001735,Male,Single,31,Other,117813,Employee,Small
100001736,Female,Non-Single,22,High School,119902,Employee,Small
100001737,Male,Single,23,Other,70783,Unemployed,Small
100001738,Female,Non-Single,35,High School,125470,Unemployed,Small
100001739,Female,Non-Single,26,High School,109782,Unemployed,Small
100001740,Female,Non-Single,28,High School,78322,Unemployed,Small
100001741,Male,Single,54,High School,125517,Employee,Small
100001742,Female,Single,49,High School,102463,Unemployed,Small
100001743,Female,Single,38,High School,89309,Unemployed,Small
100001744,Female,Single,47,High School,110287,Employee,Small
100001745,Female,Single,49,High School,122391,Unemployed,Small
100001746,Female,Non-Single,30,High School,116399,Employee,Small
100001747,Female,Single,32,Other,81907,Unemployed,Small
100001748,Female,Non-Single,24,High School,97909,Unemployed,Small
100001749,Female,Single,25,Other,68051,Unemployed,Small
100001750,Male,Single,33,High School,82414,Unemployed,Small
100001751,Female,Non-Single,34,High School,123089,Employee,Small
100001752,Female,Non-Single,24,High School,66537,Unemployed,Small
100001753,Female,Single,36,High School,127926,Unemployed,Small
100001754,Female,Single,41,High School,78963,Unemployed,Small
100001755,Male,Non-Single,33,High School,108694,Employee,Small
100001756,Female,Non-Single,26,High School,100892,Employee,Small
100001757,Female,Single,36,High School,119560,Employee,Small
100001758,Female,Single,35,High School,116176,Unemployed,Small
100001759,Male,Single,29,Other,111854,Employee,Small
100001760,Female,Non-Single,26,High School,69831,Unemployed,Small
100001761,Male,Single,31,Other,69375,Unemployed,Small
100001762,Male,Non-Single,26,High School,71310,Unemployed,Small
100001763,Male,Single,47,High School,73913,Unemployed,Small
100001764,Male,Non-Single,20,High School,95492,Employee,Small
100001765,Male,Single,45,High School,109329,Unemployed,Small
100001766,Male,Single,36,High School,116027,Employee,Small
100001767,Male,Non-Single,31,High School,81987,Unemployed,Small
100001768,Female,Single,41,High School,83481,Unemployed,Small
100001769,Female,Single,31,Other,72361,Unemployed,Small
100001770,Female,Non-Single,27,High School,106625,Unemployed,Small
100001771,Female,Non-Single,32,High School,123707,Employee,Small
100001772,Female,Single,43,High School,79353,Unemployed,Small
100001773,Female,Single,32,Other,68347,Unemployed,Small
100001774,Female,Non-Single,29,High School,115832,Employee,Small
100001775,Male,Single,37,High School,89946,Unemployed,Small
100001776,Female,Single,35,High School,86319,Unemployed,Small
100001777,Female,Non-Single,23,High School,70963,Unemployed,Small
100001778,Male,Single,40,High School,106120,Employee,Small
100001779,Female,Non-Single,26,High School,97856,Employee,Small
100001780,Male,Single,28,Other,61824,Unemployed,Small
100001781,Female,Non-Single,40,High School,103907,Employee,Small
100001782,Female,Non-Single,26,High School,99953,Unemployed,Small
100001783,Female,Non-Single,23,High School,113413,Employee,Small
100001784,Male,Single,26,Other,107091,Unemployed,Small
100001785,Male,Single,26,Other,124783,Employee,Small
100001786,Female,Single,49,High School,92281,Unemployed,Small
100001787,Female,Non-Single,26,High School,96219,Employee,Small
100001788,Female,Single,35,High School,86221,Unemployed,Small
100001789,Female,Non-Single,24,High School,80962,Unemployed,Small
100001790,Female,Single,46,High School,78754,Unemployed,Small
100001791,Male,Single,26,Other,60026,Unemployed,Small
100001792,Male,Single,47,High School,88157,Unemployed,Small
100001793,Male,Single,27,Other,59881,Unemployed,Small
100001794,Male,Non-Single,41,High School,112818,Employee,Small
100001795,Female,Non-Single,29,High School,102250,Employee,Small
100001796,Female,Non-Single,28,High School,38980,Unemployed,Small
100001797,Female,Non-Single,33,High School,81807,Unemployed,Small
100001798,Female,Single,50,High School,93148,Unemployed,Small
100001799,Female,Non-Single,32,High School,108032,Employee,Small
100001800,Male,Non-Single,31,High School,89335,Unemployed,Small
100001801,Male,Single,52,High School,95639,Unemployed,Small
100001802,Male,Single,53,High School,124902,Employee,Small
100001803,Female,Non-Single,34,High School,87801,Unemployed,Small
100001804,Female,Non-Single,22,High School,92538,Employee,Small
100001805,Male,Non-Single,33,High School,83687,Unemployed,Small
100001806,Male,Single,32,Other,128310,Employee,Small
100001807,Female,Single,45,High School,104754,Unemployed,Small
100001808,Male,Non-Single,25,High School,68222,Unemployed,Small
100001809,Female,Non-Single,41,High School,97006,Unemployed,Small
100001810,Female,Single,36,High School,107372,Unemployed,Small
100001811,Female,Non-Single,27,High School,110511,Employee,Small
100001812,Male,Single,40,High School,72193,Unemployed,Small
100001813,Female,Single,37,High School,95972,Unemployed,Small
100001814,Male,Single,35,High School,105556,Unemployed,Small
100001815,Male,Single,34,High School,88701,Unemployed,Small
100001816,Female,Single,28,Other,117710,Employee,Small
100001817,Female,Single,44,High School,76057,Unemployed,Small
100001818,Male,Non-Single,27,High School,100392,Employee,Small
100001819,Female,Single,50,High School,113308,Employee,Small
100001820,Female,Non-Single,18,High School,100924,Employee,Small
100001821,Female,Single,25,Other,72188,Unemployed,Small
100001822,Female,Non-Single,40,High School,70431,Unemployed,Small
100001823,Male,Non-Single,28,High School,110103,Employee,Small
100001824,Female,Non-Single,23,High School,60825,Unemployed,Small
100001825,Female,Non-Single,35,High School,75100,Unemployed,Small
100001826,Female,Non-Single,28,High School,129327,Employee,Small
100001827,Female,Single,23,Other,95541,Employee,Small
100001828,Male,Non-Single,34,High School,112777,Employee,Small
100001829,Female,Non-Single,29,High School,51496,Unemployed,Small
100001830,Female,Single,35,High School,102781,Employee,Small
100001831,Female,Non-Single,32,High School,87494,Unemployed,Small
100001832,Female,Single,46,High School,72728,Unemployed,Small
100001833,Female,Non-Single,27,High School,114775,Employee,Small
100001834,Female,Non-Single,25,High School,124359,Employee,Small
100001835,Female,Non-Single,27,High School,101620,Unemployed,Small
100001836,Female,Non-Single,24,High School,87964,Unemployed,Small
100001837,Female,Single,33,Other,69523,Unemployed,Small
100001838,Female,Non-Single,24,High School,109486,Employee,Small
100001839,Female,Single,28,Other,77206,Unemployed,Small
100001840,Female,Single,35,High School,53608,Unemployed,Small
100001841,Female,Non-Single,30,High School,118677,Employee,Small
100001842,Male,Single,43,High School,116512,Employee,Small
100001843,Male,Non-Single,21,High School,114756,Unemployed,Small
100001844,Female,Non-Single,24,High School,65852,Unemployed,Small
100001845,Male,Single,34,High School,75626,Unemployed,Small
100001846,Female,Non-Single,26,High School,127455,Employee,Small
100001847,Male,Single,37,High School,107073,Employee,Small
100001848,Female,Non-Single,32,High School,82196,Unemployed,Small
100001849,Female,Non-Single,33,High School,106741,Unemployed,Small
100001850,Male,Non-Single,28,High School,94518,Employee,Small
100001851,Female,Non-Single,30,High School,114430,Employee,Small
100001852,Female,Non-Single,26,High School,57165,Unemployed,Small
100001853,Female,Single,25,Other,109610,Unemployed,Small
100001854,Male,Single,33,Other,113619,Employee,Small
100001855,Female,Non-Single,30,High School,93854,Employee,Small
100001856,Female,Non-Single,26,High School,129022,Employee,Small
100001857,Male,Non-Single,23,High School,66804,Unemployed,Small
100001858,Male,Non-Single,25,High School,62689,Unemployed,Small
100001859,Female,Single,40,High School,67619,Unemployed,Small
100001860,Male,Single,46,High School,113495,Unemployed,Small
100001861,Female,Non-Single,43,High School,48632,Unemployed,Small
100001862,Female,Non-Single,22,High School,107394,Unemployed,Small
100001863,Male,Non-Single,39,High School,72385,Unemployed,Small
100001864,Female,Non-Single,27,High School,115934,Unemployed,Small
100001865,Male,Single,40,High School,93183,Unemployed,Small
100001866,Male,Single,24,Other,63506,Unemployed,Small
100001867,Female,Single,52,High School,113619,Employee,Small
100001868,Female,Non-Single,30,High School,121399,Unemployed,Small
100001869,Female,Non-Single,34,High School,78281,Unemployed,Small
100001870,Female,Single,38,High School,103926,Employee,Small
100001871,Male,Non-Single,39,High School,89097,Unemployed,Small
100001872,Female,Single,29,Other,80852,Unemployed,Small
100001873,Male,Non-Single,25,High School,65207,Unemployed,Small
100001874,Female,Non-Single,35,High School,93495,Unemployed,Small
100001875,Male,Single,53,High School,121970,Unemployed,Small
100001876,Male,Single,26,Other,62027,Unemployed,Small
100001877,Male,Single,33,High School,88602,Unemployed,Small
100001878,Male,Non-Single,29,High School,89914,Unemployed,Small
100001879,Male,Single,39,High School,83342,Unemployed,Small
100001880,Male,Single,29,Other,103439,Employee,Small
100001881,Male,Single,26,Other,115451,Employee,Small
100001882,Male,Single,24,Other,68250,Unemployed,Small
100001883,Female,Non-Single,21,High School,113630,Unemployed,Small
100001884,Female,Non-Single,26,High School,125880,Employee,Small
100001885,Female,Non-Single,20,High School,91177,Unemployed,Small
100001886,Female,Single,35,High School,73266,Unemployed,Small
100001887,Female,Non-Single,24,High School,69021,Unemployed,Small
100001888,Female,Single,40,High School,122593,Employee,Small
100001889,Female,Single,44,High School,122180,Employee,Small
100001890,Male,Single,29,Other,75160,Unemployed,Small
100001891,Female,Non-Single,39,High School,81973,Unemployed,Small
100001892,Female,Non-Single,35,High School,92194,Unemployed,Small
100001893,Male,Single,42,High School,107380,Unemployed,Small
100001894,Female,Single,32,High School,98023,Employee,Small
100001895,Male,Single,48,High School,94868,Unemployed,Small
100001896,Male,Single,26,Other,83442,Unemployed,Small
100001897,Female,Non-Single,26,High School,109887,Employee,Small
100001898,Male,Single,42,High School,98876,Unemployed,Small
100001899,Male,Single,48,High School,94962,Unemployed,Small
100001900,Female,Non-Single,42,High School,130740,Employee,Small
100001901,Female,Non-Single,27,High School,94095,Unemployed,Small
100001902,Female,Non-Single,37,High School,95071,Unemployed,Small
100001903,Male,Single,33,Other,117308,Employee,Small
100001904,Male,Single,33,High School,112093,Employee,Small
100001905,Female,Single,37,High School,123893,Employee,Small
100001906,Female,Non-Single,31,High School,80189,Unemployed,Small
100001907,Male,Single,39,High School,124089,Employee,Small
100001908,Female,Single,40,High School,82673,Unemployed,Small
100001909,Female,Non-Single,28,High School,88858,Unemployed,Small
100001910,Female,Non-Single,26,High School,80540,Unemployed,Small
100001911,Female,Non-Single,24,High School,84228,Unemployed,Small
100001912,Male,Single,40,High School,103963,Employee,Small
100001913,Female,Non-Single,29,High School,102397,Employee,Small
100001914,Male,Single,43,High School,111563,Employee,Small
100001915,Male,Single,23,Other,88260,Unemployed,Small
100001916,Female,Single,34,High School,114767,Employee,Small
100001917,Female,Non-Single,42,High School,113275,Employee,Small
100001918,Female,Non-Single,33,High School,104755,Employee,Small
100001919,Female,Non-Single,32,High School,120525,Employee,Small
100001920,Female,Non-Single,26,High School,96082,Unemployed,Small
100001921,Female,Non-Single,23,High School,87227,Unemployed,Small
100001922,Female,Non-Single,26,High School,69333,Unemployed,Small
100001923,Female,Non-Single,27,High School,87777,Unemployed,Small
100001924,Male,Single,24,Other,70978,Unemployed,Small
100001925,Male,Single,27,Other,104196,Unemployed,Small
100001926,Female,Non-Single,26,High School,97551,Employee,Small
100001927,Female,Single,42,High School,78979,Unemployed,Small
100001928,Female,Single,37,High School,82500,Unemployed,Small
100001929,Female,Non-Single,26,High School,86306,Unemployed,Small
100001930,Female,Non-Single,24,High School,78762,Unemployed,Small
100001931,Female,Single,39,High School,125543,Employee,Small
100001932,Male,Single,26,Other,70336,Unemployed,Small
100001933,Male,Non-Single,35,High School,112975,Employee,Small
100001934,Male,Single,38,High School,96681,Unemployed,Small
100001935,Female,Non-Single,24,High School,98922,Employee,Small
100001936,Female,Single,26,Other,109250,Employee,Small
100001937,Male,Single,25,Other,108960,Unemployed,Small
100001938,Male,Single,40,High School,71302,Unemployed,Small
100001939,Female,Single,48,High School,107757,Unemployed,Small
100001940,Female,Non-Single,22,High School,111600,Employee,Small
100001941,Female,Non-Single,25,High School,102974,Employee,Small
100001942,Male,Non-Single,24,High School,63442,Unemployed,Small
100001943,Male,Single,39,High School,118913,Unemployed,Small
100001944,Male,Single,39,High School,80987,Unemployed,Small
100001945,Female,Non-Single,21,High School,68790,Unemployed,Small
100001946,Female,Single,27,Other,86462,Unemployed,Small
100001947,Male,Single,40,High School,76881,Unemployed,Small
100001948,Female,Non-Single,37,High School,107409,Employee,Small
100001949,Female,Single,42,High School,69114,Unemployed,Small
100001950,Female,Non-Single,31,High School,119167,Employee,Small
100001951,Female,Non-Single,31,High School,102018,Employee,Small
100001952,Male,Single,30,Other,97680,Employee,Small
100001953,Female,Single,23,Other,65062,Unemployed,Small
100001954,Male,Single,33,Other,118144,Employee,Small
100001955,Female,Non-Single,37,High School,124548,Employee,Small
100001956,Female,Single,29,Other,85637,Unemployed,Small
100001957,Female,Single,31,High School,113108,Employee,Small
100001958,Male,Single,39,High School,93554,Unemployed,Small
100001959,Female,Non-Single,33,High School,42516,Unemployed,Small
100001960,Male,Non-Single,26,High School,72429,Unemployed,Small
100001961,Female,Non-Single,27,High School,110154,Employee,Small
100001962,Female,Single,20,Other,60965,Unemployed,Small
100001963,Female,Non-Single,27,High School,100618,Unemployed,Small
100001964,Female,Non-Single,26,High School,71021,Unemployed,Small
100001965,Male,Single,40,High School,94189,Unemployed,Small
100001966,Male,Single,24,Other,44742,Unemployed,Small
100001967,Female,Non-Single,22,High School,103201,Employee,Small
100001968,Female,Non-Single,24,High School,62335,Unemployed,Small
100001969,Female,Single,27,Other,103787,Employee,Small
100001970,Male,Single,35,High School,99401,Employee,Small
100001971,Male,Non-Single,27,High School,105197,Employee,Small
100001972,Female,Non-Single,25,High School,115566,Unemployed,Small
100001973,Female,Non-Single,34,High School,125843,Unemployed,Small
100001974,Female,Single,24,Other,67936,Unemployed,Small
100001975,Female,Single,34,High School,120863,Employee,Small
100001976,Male,Single,42,High School,77317,Unemployed,Small
100001977,Female,Single,38,High School,84653,Unemployed,Small
100001978,Male,Single,42,High School,81606,Unemployed,Small
100001979,Female,Single,35,High School,113380,Unemployed,Small
100001980,Female,Non-Single,27,High School,100644,Employee,Small
100001981,Male,Single,25,Other,64037,Unemployed,Small
100001982,Female,Non-Single,23,High School,101350,Employee,Small
100001983,Female,Non-Single,34,High School,126334,Employee,Small
100001984,Female,Non-Single,28,High School,130877,Employee,Small
100001985,Male,Single,21,Other,103470,Employee,Small
100001986,Female,Single,32,Other,114588,Employee,Small
100001987,Female,Non-Single,21,High School,120682,Employee,Small
100001988,Male,Single,25,Other,66628,Unemployed,Small
100001989,Female,Non-Single,35,High School,124447,Unemployed,Small
100001990,Female,Non-Single,25,High School,106567,Unemployed,Small
100001991,Female,Non-Single,31,High School,78758,Unemployed,Small
100001992,Male,Single,54,High School,128537,Employee,Small
100001993,Female,Single,51,High School,101074,Unemployed,Small
100001994,Female,Single,38,High School,87670,Unemployed,Small
100001995,Male,Single,45,High School,113414,Employee,Small
100001996,Female,Single,47,High School,123525,Unemployed,Small
100001997,Female,Non-Single,27,High School,117744,Employee,Small
100001998,Male,Single,31,Other,86400,Unemployed,Small
100001999,Female,Non-Single,24,High School,97968,Unemployed,Small
100002000,Male,Single,25,Other,68416,Unemployed,Small
